legal_entity_name,legal_entity_edrpou,division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БІЛЯЇВСЬКОЇ РАЙОННОЇ РАДИ ""БІЛЯЇВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38617509,Амбулаторія ЗПСМ  с.Великий Дальник,"ОДЕСЬКА область, БІЛЯЇВСЬКИЙ район, село ВЕЛИКИЙ ДАЛЬНИК, вулиця БЕЗВЕРХОГО, 32",7736.0,46.472311,30.5720141
"КОМУНАЛЬНЕ ПІДПРИЕМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДОНЕЦЬКОЇ ОБЛАСТІ",37803043,Амбулаторія 10,"ДОНЕЦЬКА область, місто ПОКРОВСЬК, вулиця Захисників України, 33",684.0,48.2732016,37.16437620000001
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ ІВАНО-ФРАНКІВСЬКОЇ МІСЬКОЇ РАДИ""",43329217,Черніївська амбулаторія загальної практики сімейної медицини,"ІВАНО-ФРАНКІВСЬКА область, ТИСМЕНИЦЬКИЙ район, село ЧЕРНІЇВ, вулиця Злуки, 1",1141.0,48.8554849,24.713194199999997
"Комунальне некомерційне підприемство ""Марківський центр первинної медико - санітарної допомоги"" Марківської районної ради",38286947,Бондарівська сільська лікарська амбулаторія,"ЛУГАНСЬКА область, МАРКІВСЬКИЙ район, село БОНДАРІВКА, прохід Центральний, 2б",2042.0,49.403604,39.635389700000005
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ""",38503185,"КП ""ЦПМСД №1 ПМР"" Амбулаторія ЗПСМ №5","ПОЛТАВСЬКА область, місто ПОЛТАВА, бульвар Нестерова, 6",3460.0,49.602969,34.48433
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОЗЕЛЕЦЬКОЇ РАЙОННОЇ РАДИ ""КОЗЕЛЕЦЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38799117,Чемерська сільська лікарська амбулаторія загальної практики сімейної медицини,"ЧЕРНІГІВСЬКА область, КОЗЕЛЕЦЬКИЙ район, село ЧЕМЕР, вулиця Грушевського, 44",2377.0,51.1023171,31.2193298
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БЛАГОВІЩЕНСЬКОЇ РАЙОННОЇ РАДИ""",37944783,ДАНИЛОВОБАЛКІВСЬКА АЗПСМ,"КІРОВОГРАДСЬКА область, БЛАГОВІЩЕНСЬКИЙ район, село ДАНИЛОВА БАЛКА, вулиця ЦЕНТРАЛЬНА, 4",32.0,48.2566932,30.251593100000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 12"" ОДЕСЬКОЇ МІСЬКОЇ РАДИ",26472082,Амбулаторія сімейної медицини № 2,"ОДЕСЬКА область, місто ОДЕСА, вулиця Пастера, 56",4849.0,46.486513,30.731703999999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини №2 КНП ЦПМСД м.Мукачева,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Стуса Василя, 3",11240.0,48.4434885,22.7306724
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКОЇ МІСЬКОЇ РАДИ",38566219,Амбулаторія ЗПСМ №1,"ХМЕЛЬНИЦЬКА область, місто КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ, вулиця Миру, 2",3831.0,48.7296256,26.598281300000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛИМАНСЬКОЇ РАЙОННОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ",38534407,Амбулаторія с. Першотравневе,"ОДЕСЬКА область, ЛИМАНСЬКИЙ район, село ПЕРШОТРАВНЕВЕ, вулиця 108 Гвардійської дивізії, 5",3798.0,46.7470507,30.911013800000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОРОХІВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38558716,Мар`янівська АЗПСМ,"ВОЛИНСЬКА область, ГОРОХІВСЬКИЙ район, смт. МАР'ЯНІВКА, вулиця Шкільна, 2",3163.0,50.4555506,24.799759299999998
"Комунальне некомерційне підприємство ""Уманський міський центр первинної медико-санітарної допомоги"" Уманської міської ради",40317886,Амбулаторія №5,"ЧЕРКАСЬКА область, місто УМАНЬ, вулиця Шевченка, 50",478.0,48.7594036,30.2215788
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЯМПІЛЬСЬКИЙ РАЙОННИЙ МЕДИЧНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯМПІЛЬСЬКОЇ РАЙОННОЇ РАДИ",37636913,Слободо-Підлісівська амбулаторія загальної практики сімейної медицини,"ВІННИЦЬКА область, ЯМПІЛЬСЬКИЙ район, село СЛОБОДА-ПІДЛІСІВСЬКА, вулиця Шевченка, 31",46.0,48.2192769,28.459736199999995
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДИТЯЧА МІСЬКА ПОЛІКЛІНІКА № 2"" ОДЕСЬКОЇ МІСЬКОЇ РАДИ",26470275,ДПО №1,"ОДЕСЬКА область, місто ОДЕСА, вулиця Генерала Бочарова, 59",17242.0,46.583352399999995,30.805340100000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КАНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КАНІВСЬКОЇ РАЙОННОЇ РАДИ",38682646,Амбулаторія загальної практики - сімейної медицини с. Ліпляве,"ЧЕРКАСЬКА область, КАНІВСЬКИЙ район, село ЛІПЛЯВЕ, вулиця Голубця, 2",1633.0,49.7871074,31.549906699999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38645610,Амбулаторія загальної практики сімейної медицини №1,"ТЕРНОПІЛЬСЬКА область, місто ТЕРНОПІЛЬ, вулиця Князя Острозького, 6",8829.0,49.5500773,25.594148800000003
"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Веснянської сільської ради Миколаївського району Миколаївської області",42947409,"КНП ""ЦПМСД"" Веснянської сільської ради","МИКОЛАЇВСЬКА область, МИКОЛАЇВСЬКИЙ район, селище ВЕСНЯНЕ, вулиця Степова, 36",2238.0,46.974695399999995,31.8945581
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОРОДНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГОРОДНЯНСЬКОЇ РАЙОННОЇ РАДИ",38232556,Тупичівська сільська лікарська амбулаторія,"ЧЕРНІГІВСЬКА область, ГОРОДНЯНСЬКИЙ район, село ТУПИЧІВ, вулиця ЧЕРНІГІВСЬКА, 75",622.0,51.8828033,31.593568400000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВОЛНОВАСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ВОЛНОВАСЬКОЇ РАЙОННОЇ РАДИ""",37980245,Лікарська амбулаторія с. Свободне №14,"ДОНЕЦЬКА область, ВОЛНОВАСЬКИЙ район, село СВОБОДНЕ, вулиця Садова, 98",1616.0,47.5300763,37.5562297
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ "" ЛИМАНСЬКОЇ МІСЬКОЇ РАДИ",37894885,"Амбулаторія загальної практики-сімейної медицини ""Південний""","ДОНЕЦЬКА область, місто ЛИМАН, вулиця К.Гасиєва, 36а",7524.0,48.965977,37.810457
ЯКОВЕНКО ЄВГЕН ПАВЛОВИЧ,----------,ПМСД Світловодськ 2,"КІРОВОГРАДСЬКА область, місто СВІТЛОВОДСЬК, вулиця Героїв України, 21",3278.0,49.061768,33.2425309
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВЕЛИКОБУРЛУЦЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ ""ВЕЛИКОБУРЛУЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38580081,АЗПСМ смт.Приколотне,"ХАРКІВСЬКА область, ВЕЛИКОБУРЛУЦЬКИЙ район, смт. ПРИКОЛОТНЕ, вулиця Шевченка, 1",1971.0,50.160462,37.337546
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2"" СОЛОМ'ЯНСЬКОГО РАЙОНУ М.КИЄВА",38960481,Амбулаторія загальної практики - сімейної медицини №2,"М.КИЇВ, місто КИЇВ, вулиця Солом'янська, 17",9992.0,50.424251,30.482340899999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" НОВОМОСКОВСЬКОЇ РАЙОННОЇ РАДИ""",37834197,"Амбулаторія ЗПСМ с. Василівська (КНП ""ЦПМСД"" НРР"")","ДНІПРОПЕТРОВСЬКА область, НОВОМОСКОВСЬКИЙ район, село ВАСИЛІВКА, вулиця Садова, 5",1295.0,48.709731700000006,35.566847499999994
МРИГЛОД ЛЮДМИЛА ВАСИЛІВНА,----------,Кабінет сімейного лікаря,"ЖИТОМИРСЬКА область, АНДРУШІВСЬКИЙ район, смт. ЧЕРВОНЕ, вулиця Заводська, 6а",1336.0,49.9527773,28.857858399999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2"" КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ",37862093,"Амбулаторія ЗПСМ № 2 м. Кривий Ріг (КНП ""ЦПМСД № 2"" Криворізької МР)","ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Сергія Колачевського, 55 а",16051.0,48.06353970000001,33.4942854
Комунальне некомерційне підприємство'Виноградівський центр первинної медико-санітарної допомоги'Виноградівської районної ради Закарпатської області,41769166,Амбулаторія  с.Букове,"ЗАКАРПАТСЬКА область, ВИНОГРАДІВСЬКИЙ район, село БУКОВЕ, вулиця Миру, 96",1255.0,48.190502,23.077516199999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1"" ОБОЛОНСЬКОГО РАЙОНУ М. КИЄВА",38960518,"Амбулаторія ЗПСМ № 11, Філія 3 КНП ""ЦПМСД №1"" Оболонського району м. Києва","М.КИЇВ, місто КИЇВ, вулиця Тимошенка, 14",6251.0,50.5112076,30.496060200000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СМОТРИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СМОТРИЦЬКОЇ СЕЛИЩНОЇ РАДИ",42828300,Смотрицька амбулаторія загальної практики сімейної медицини,"ХМЕЛЬНИЦЬКА область, ДУНАЄВЕЦЬКИЙ район, смт. СМОТРИЧ, вулиця Дмитра Бачинського, 2",3274.0,48.9482531,26.5595983
СЕМКО МАР’ЯНА БОГДАНІВНА,----------,ФОП СЕМКО МАР'ЯНА БОГДАНІВНА,"ІВАНО-ФРАНКІВСЬКА область, РОЖНЯТІВСЬКИЙ район, смт. ПЕРЕГІНСЬКЕ, вулиця Довбуша, 11",1361.0,48.8129232,24.1936744
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Дергачівської районної ради',38813974,Амбулаторія загальної практики-сімейної медицини село Черкаська Лозова,"ХАРКІВСЬКА область, ДЕРГАЧІВСЬКИЙ район, село ЧЕРКАСЬКА ЛОЗОВА, вулиця Колективистів, 3-А",3595.0,50.1073331,36.220769399999995
"Комунальне некомерційне підприємство ""Бершадський центр первинної медико-санітарної допомоги""",36834023,Осіївська АЗПСМ,"ВІННИЦЬКА область, БЕРШАДСЬКИЙ район, село ОСІЇВКА, вулиця Центральна, 102",1848.0,48.331433600000004,29.733598800000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №3 ДНІПРОВСЬКОГО РАЙОНУ М. КИЄВА""",26189130,"КНП ""ЦПМСД №3 Дніпровського району м. Києва"" Амбулаторія загальної практики - сімейної медицини №3","М.КИЇВ, місто КИЇВ, вулиця Олександра Бойченка, 4а",12442.0,50.461977399999995,30.618318
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ "" БАБЧИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ ЧЕРНІВЕЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ ",43059555,Моївська АЗПСМ,"ВІННИЦЬКА область, ЧЕРНІВЕЦЬКИЙ район, село МОЇВКА, вулиця І.К.Рудика, 3-б",143.0,48.46178870000001,28.2210566
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО""КОРСУНЬ-ШЕВЧЕНКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КОРСУНЬ-ШЕВЧЕНКІВСЬКОЇ РАЙОННОЇ РАДИ",38950515,Амбулаторія загальної практики-сімейної медицини   м. Корсунь-Шевченківський,"ЧЕРКАСЬКА область, КОРСУНЬ-ШЕВЧЕНКІВСЬКИЙ район, місто КОРСУНЬ-ШЕВЧЕНКІВСЬКИЙ, вулиця Ярослава Мудрого, 120",20269.0,49.425923100000006,31.319328499999997
КРАВЧУК  СВІТЛАНА МИКОЛАЇВНА,----------,Фізична особа - підприємець Кравчук Світлана Миколаївна,"ЗАКАРПАТСЬКА область, ВИНОГРАДІВСЬКИЙ район, місто ВИНОГРАДІВ, вулиця Ардовецька, 2А",785.0,48.1397088,23.001139300000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ РАЙОННОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",38230449,Амбулаторія загальної практики - сімейної медицини с.Ківшовата,"КИЇВСЬКА область, ТАРАЩАНСЬКИЙ район, село КІВШОВАТА, вулиця Свободи, 3",1929.0,49.558423,30.483226000000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" КОСТОПІЛЬСЬКОЇ РАЙОННОЇ РАДИ РІВНЕНСЬКОЇ ОБЛАСТІ",38407717,Берестовецька амбулаторія загальної практики сімейної медицини,"РІВНЕНСЬКА область, КОСТОПІЛЬСЬКИЙ район, село БЕРЕСТОВЕЦЬ, вулиця Центральна, 53",1413.0,50.86140220000001,26.3020608
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СУДОВОВИШНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СУДОВОВИШНЯНСЬКОЇ МІСЬКОЇ РАДИ ЛЬВІВСЬКОЇ ОБЛАСТІ",41136480,Амбулаторія загальної практики сімейної медицини м.Судова Вишня,"ЛЬВІВСЬКА область, місто СУДОВА ВИШНЯ, вулиця Сагайдачного, 5",8387.0,49.788371399999996,23.369379000000002
"Комунальне некомерційне підприємство ""Великомихайлівський центр первинної медико-санітарної допомоги"" Великомихайлівської районної ради",37838741,Амбулаторія ЗПСМ с.Гребеники,"ОДЕСЬКА область, ВЕЛИКОМИХАЙЛІВСЬКИЙ район, село ГРЕБЕНИКИ, провулок Больничний, 1",1385.0,46.887003,29.805145899999996
МАСЛЮК ОЛЕНА МИКОЛАЇВНА,----------,Паустовського,"ОДЕСЬКА область, місто ОДЕСА, вулиця Паустовського, 11а",1010.0,46.5952924,30.7972137
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО "" ГАДЯЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГАДЯЦЬКОЇ РАЙОННОЇ РАДИ",38319453,Сергіївська амбулаторія загальної практики - сімейної медицини,"ПОЛТАВСЬКА область, ГАДЯЦЬКИЙ район, село СЕРГІЇВКА, вулиця Центральна, 41",1255.0,50.40081970000001,33.7602468
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВАСИЛЬКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВАСИЛЬКІВСЬКОЇ РАЙОННОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",37870916,"Амбулаторія с-ща Чаплине (КЗ ""Васильківський ЦПМСД"")","ДНІПРОПЕТРОВСЬКА область, ВАСИЛЬКІВСЬКИЙ район, смт. ЧАПЛИНЕ, вулиця Лікарняна, 8",3833.0,48.1270533,36.2329454
КРАВЧУК ГАЛИНА ВАСИЛІВНА,----------,Кабінет сімейного лікаря,"ЛЬВІВСЬКА область, ГОРОДОЦЬКИЙ район, місто ГОРОДОК, вулиця Перемишльська, 9а",845.0,49.7833848,23.6428229
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕОФІПОЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТЕОФІПОЛЬСЬКОЇ РАЙОННОЇ РАДИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ",38611140,Поляхівська амбулаторія загальної практики сімейної медиицини,"ХМЕЛЬНИЦЬКА область, ТЕОФІПОЛЬСЬКИЙ район, село ПОЛЯХОВА, вулиця Бойцуна, 6",1731.0,49.9059473,26.5740256
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ""",38503179,Амбулаторія загальної практики сімейної медицини №1,"ПОЛТАВСЬКА область, місто ПОЛТАВА, вулиця Європейська, 101",9424.0,49.575099200000004,34.5376472
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги' Андрушівської районної ради,39042509,"Комунальне некомерційне підприємство "" Центр первинної медико-санітарної допомоги"" Андрушівської районної ради","ЖИТОМИРСЬКА область, АНДРУШІВСЬКИЙ район, місто АНДРУШІВКА, вулиця Тітова, 34",13416.0,49.9996189,29.033122499999998
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ВІТОВСЬКИЙ РАЙОННИЙ МЕДИЧНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВІТОВСЬКОЇ РАЙОННОЇ РАДИ",38476906,Амбулаторія загальної практики сімейної медицини с. Миколаївське,"МИКОЛАЇВСЬКА область, ВІТОВСЬКИЙ район, село МИКОЛАЇВСЬКЕ, вулиця Центральна, 57",1045.0,46.9298399,32.124226
Комунальне некомерційне підприємство Володарської районної ради 'Володарський центр первинної медико-санітарної допомоги',38416475,Володарська амбулаторія загальної практики-сімейної медицини,"КИЇВСЬКА область, ВОЛОДАРСЬКИЙ район, смт. ВОЛОДАРКА, вулиця Коцюбинського, 25",10750.0,49.524811799999995,29.930646399999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЖИТОМИРСЬКОЇ РАЙОННОЇ РАДИ",40953405,Амбулаторія загальної практики сімейної медицини с. Березівка,"ЖИТОМИРСЬКА область, ЖИТОМИРСЬКИЙ район, село БЕРЕЗІВКА, вулиця Богуславська, 31",1261.0,50.3124535,28.4360688
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЛЮБАШІВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЛЮБАШІВСЬКОЇ РАЙОННОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ""",38552185,АЗПСМ с.Троїцьке,"ОДЕСЬКА область, ЛЮБАШІВСЬКИЙ район, село ТРОЇЦЬКЕ, вулиця Виноградна, 29",3744.0,47.6370547,30.288207699999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БОРОДЯНСЬКОЇ РАЙОННОЇ РАДИ ""БОРОДЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38304599,Бабинецька амбулаторія загальної практики-сімейної медицини,"КИЇВСЬКА область, БОРОДЯНСЬКИЙ район, смт. БАБИНЦІ, вулиця І.Франка, 80",1990.0,50.6438458,30.020260999999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ У ГЛОБИНСЬКОМУ РАЙОНІ""",38412444,Амбулаторія загальної практики - сімейної медицини м. Глобине,"ПОЛТАВСЬКА область, ГЛОБИНСЬКИЙ район, місто ГЛОБИНЕ, тупик Лікарняний, 1",11849.0,49.373585399999996,33.2773682
"Комунальне некомерційне підприємство спільної власності територіальних громад Роздільнянського району ""Роздільнянський районний центр первинної медико-санітарної допомоги""",38407455,Лиманська амбулаторія сімейної медицини,"ОДЕСЬКА область, РОЗДІЛЬНЯНСЬКИЙ район, смт. ЛИМАНСЬКЕ, вулиця Лиманна, 15",4629.0,46.67944310000001,29.974368
Комунальне некомерційне підприємство 'Заліщицький районний центр первинної медико-санітарної допомоги' Заліщицької районної Ради,38044086,Попівецька АЗПСМ,"ТЕРНОПІЛЬСЬКА область, ЗАЛІЩИЦЬКИЙ район, село ПОПІВЦІ, вулиця Незалежності, 57",1649.0,48.8837386,25.572886999999998
Комунальне некомерційне підприємство 'Березівський районний центр первинної медико-санітарної допомоги' Березівської районної ради Одеської області,38822156,Амбулаторія загальної практики-сімейної медицини  с.Ряснопіль,"ОДЕСЬКА область, БЕРЕЗІВСЬКИЙ район, село РЯСНОПІЛЬ, вулиця Молодіжна, 40",1056.0,47.0775381,31.175781300000004
"Комунальне некомерційне підприємство ""Млинівський центр первинної медико-санітарної допомоги"" Млинівської селищної ради Рівненської області",38668003,Амбулаторія загальної практики сімейної медицини с.Новоселівка,"РІВНЕНСЬКА область, МЛИНІВСЬКИЙ район, село НОВОСЕЛІВКА, вулиця Набережна, 7",1474.0,50.6657794,25.544105899999998
Некомерційне комунальне підприємство 'Амбулаторія групова практика Скалатської міської ради',41980178,Амбулаторія загальної практики сімейної медицини м.Скалат,"ТЕРНОПІЛЬСЬКА область, ПІДВОЛОЧИСЬКИЙ район, місто СКАЛАТ, вулиця Л.Українки, 3",5589.0,49.4285053,25.971287699999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Веселівська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")","ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ВЕСЕЛЕ, вулиця 40р.Перемоги, 1",1256.0,47.8798963,34.3556031
УСЕНКО ВОЛОДИМИР МИКОЛАЙОВИЧ,----------,Фізична Особа-Підприємець Усенко Володимир Миколайович,"СУМСЬКА область, місто ЛЕБЕДИН, вулиця Тараса Шевченка, 9",1802.0,50.5806258,34.4778308
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КАХОВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КАХОВСЬКОЇ РАЙОННОЇ РАДИ""",38740016,АЗПСМ с.Зелений Під,"ХЕРСОНСЬКА область, КАХОВСЬКИЙ район, селище ЗЕЛЕНИЙ ПІД, вулиця Перекопська, 1а",1286.0,46.67825139999999,33.7816357
Комунальне некомерційне підприємство Фастівської районної ради 'Фастівський Центр первинної медико-санітарної допомоги',38036489,Центральна АЗПСМ (Педіатричне відділення),"КИЇВСЬКА область, місто ФАСТІВ, вулиця І.Ступака, 11",5866.0,50.0813199,29.921366600000002
