legal_entity_name,division_id,division_name,division_area,division_region,division_settlement,division_residence_addresses,nszu_geocoding_google_api_lng,nszu_geocoding_google_api_lat,total_sum
"ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕМП 2011""",e7e9c8b0-36ac-4458-907c-37e57c1602f7,Аптека №43,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, проспект Московський, 306",36.427806,49.934001,588468.19
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД-СЕРВІС ДНЕПР""",e7eb14d2-76e2-4ceb-8fef-7f8122b29ded,Аптека №23,ДНІПРОПЕТРОВСЬКА,,ПЕРШОТРАВЕНСЬК,"ДНІПРОПЕТРОВСЬКА область, місто ПЕРШОТРАВЕНСЬК, вулиця Горького, 3",36.4052098,48.342080700000004,230033.29
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АНЕЛА""",e7fa39b7-abbe-4c48-90d8-b5f41cc447a2,Аптека №7,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, проспект перемоги, 77/1",30.3965798,50.457465,779513.96
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРИДНІПРОВСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",e7fa6c98-53b9-442a-b86b-d9c6c0a56737,Аптека №60,КІРОВОГРАДСЬКА,,ОЛЕКСАНДРІЯ,"КІРОВОГРАДСЬКА область, місто ОЛЕКСАНДРІЯ, проспект Соборний, 93",33.118109999999994,48.66474,161157.97
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК РІВНЕ""",e7fea8d3-bb74-41fd-8d25-1b092a09e1d6,Аптека №11 ПОДОРОЖНИК мережа аптек,РІВНЕНСЬКА,,РІВНЕ,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Чорновола, 36",26.2544148,50.6156958,1230263.65
"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА 2011""",e803b68c-cea7-479f-a178-ff136a2a8b5c,Аптека №16,ХАРКІВСЬКА,,КІВШАРІВКА,"ХАРКІВСЬКА область, смт. КІВШАРІВКА, вулиця Без Назви Вулиці, 10",37.6810464,49.62972070000001,1129505.3900000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКС-ОДЕСА""",e80e1cac-8891-498a-bded-8c11d2382f4f,"Аптечний пункт №58 (Аптеки №18 ""Щорса, 129"" м.Одеса, вул.Святослава Ріхтера, 129)",ОДЕСЬКА,ОВІДІОПОЛЬСЬКИЙ,ОВІДІОПОЛЬ,"ОДЕСЬКА область, ОВІДІОПОЛЬСЬКИЙ район, смт. ОВІДІОПОЛЬ, вулиця Т.Шевченка, 422",30.4402592,46.2421924,148149.41000000003
"ПРИВАТНЕ ПІДПРИЄМСТВО ""СОЛОМІЯ-СЕРВІС""",e810c70a-3b95-4310-b4f5-5f6bfe89c4a4,Аптека №38 ПОДОРОЖНИК мережа аптек,ЛЬВІВСЬКА,,ЛЬВІВ,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Зелена, 1",24.03514,49.83464,1089621.07
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАЦЕВТИЧНА КОМПАНІЯ ""ЗДОРОВА РОДИНА""",e81344c5-5229-4c0f-9d98-4423ab471e91,Аптека №9,ІВАНО-ФРАНКІВСЬКА,НАДВІРНЯНСЬКИЙ,ДЕЛЯТИН,"ІВАНО-ФРАНКІВСЬКА область, НАДВІРНЯНСЬКИЙ район, смт. ДЕЛЯТИН,  16-го Липня, 297б",24.543351,48.51635,281632.18
"НАУКОВО-ВИРОБНИЧА БАГАТОПРОФІЛЬНА ФІРМА ""ТЕРРА"" У ФОРМІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ",e81fa3e6-2e2c-4a7d-ac18-88714b524389,Аптека №125,ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця Люстдорфська дорога, 52",30.726015500000003,46.4366591,79290.16
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФРЕЯ""",e829578c-786a-4292-adce-be73223846f4,АПТЕЧНИЙ ПУНКТ №1,ЧЕРКАСЬКА,ЧЕРКАСЬКИЙ,ЧЕРВОНА СЛОБОДА,"ЧЕРКАСЬКА область, ЧЕРКАСЬКИЙ район, село ЧЕРВОНА СЛОБОДА, вулиця ПИРОГОВА, 3",32.1560641,49.380068900000005,2320.28
"Районне комунальне підприємство ""Кіцмань-фарм""",e82ee1f2-4f4f-44b3-b8f0-85e24d9aa304,Аптека №45,ЧЕРНІВЕЦЬКА,КІЦМАНСЬКИЙ,КИСЕЛІВ,"ЧЕРНІВЕЦЬКА область, КІЦМАНСЬКИЙ район, село КИСЕЛІВ, вулиця Велико-Володимирська, 87-Б",25.6568258,48.580734899999996,119442.89
"Товариство з обмеженою відповідальністю "" Менго""",e8333d86-32dd-410a-8af6-93c9b32ac8bf,Аптека № 93,ЗАПОРІЗЬКА,,ЕНЕРГОДАР,"ЗАПОРІЗЬКА область, місто ЕНЕРГОДАР, проспект Будівельників, 36",34.6581597,47.4964279,918258.26
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",e83712af-8d60-422f-92c7-703d990bd7ad,Аптека №11,ЛЬВІВСЬКА,,САМБІР,"ЛЬВІВСЬКА область, місто САМБІР, вулиця Завокзальна, 28",23.212320000000002,49.514140000000005,55645.630000000005
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА ДОВІРИ""",e839405b-c97d-47ab-9044-5ba6dc592b5d,"Аптечний пункт №4 (Аптеки №1 м.Львів, вул.Величковського, 38)",ЛЬВІВСЬКА,ТУРКІВСЬКИЙ,ЗАВАДІВКА,"ЛЬВІВСЬКА область, ТУРКІВСЬКИЙ район, село ЗАВАДІВКА, вулиця В.Містечко, 8А",23.0593413,49.142126399999995,1816567.81
"Товариство з обмеженою відповідальністю ""Маркет Універсал ЛТД""",e8394518-0ff1-4243-b910-915ec5f1c1b8,Аптека №23,ЛЬВІВСЬКА,,ЛЬВІВ,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Мучна, 2",24.0609484,49.837401,5645293.16
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГЛОРІЯ ФАРМ""",e83c1e9c-f0c1-4f4f-bbad-ec809d7efed6,Аптека №70,ПОЛТАВСЬКА,,МИРГОРОД,"ПОЛТАВСЬКА область, місто МИРГОРОД, вулиця Гоголя, 98-А",33.610079999999996,49.96605,7490.28
"ПРИВАТНЕ ПІДПРИЄМСТВО ""КОНЕКС""",e84c1257-de3d-4bcc-b09f-33035c095cb2,Аптека №31,ВІННИЦЬКА,,МОГИЛІВ-ПОДІЛЬСЬКИЙ,"ВІННИЦЬКА область, місто МОГИЛІВ-ПОДІЛЬСЬКИЙ, вулиця Стависька, 65",27.7925893,48.4466255,11013374.090000002
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""І.К.ВЕЛ""",e84cc293-a4ee-4e82-aa9b-d92775d455e5,Аптека № 15,ЗАПОРІЗЬКА,,ЗАПОРІЖЖЯ,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Павлокічкаська, 16а",35.166554999999995,47.8860425,1099494.7699999998
"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",e84dfe96-6438-4818-a20d-2c765995a335,"Аптечний пункт №5(Аптеки №1 м.Харків, вул.Євгена Котляра, 11)",ХАРКІВСЬКА,,ХОРОШЕВЕ,"ХАРКІВСЬКА область, смт. ХОРОШЕВЕ, вулиця Миру, 21",36.2090012,49.854824,188684.96
БІЛОЗЕРСЬКА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА №45,e85121d1-c5ce-43e8-812f-2423dbc988eb,Білозерська центральна районна аптека №45,ХЕРСОНСЬКА,БІЛОЗЕРСЬКИЙ,БІЛОЗЕРКА,"ХЕРСОНСЬКА область, БІЛОЗЕРСЬКИЙ район, смт. БІЛОЗЕРКА, провулок торговий, 20",32.5051901,46.632291200000004,253114.96000000002
"ТОРГІВЕЛЬНО-ВИРОБНИЧА ФІРМА ""ВЕСТА""",e85593b3-7593-4602-b821-2410a900f5a5,Аптека №3,ХАРКІВСЬКА,ВОВЧАНСЬКИЙ,БІЛИЙ КОЛОДЯЗЬ,"ХАРКІВСЬКА область, ВОВЧАНСЬКИЙ район, смт. БІЛИЙ КОЛОДЯЗЬ, вулиця Леніна, 25-А",37.1059639,50.205160799999994,627257.2699999999
"НАУКОВО-ВИРОБНИЧА БАГАТОПРОФІЛЬНА ФІРМА ""ТЕРРА"" У ФОРМІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ",e856e299-54d9-40e1-93b4-3d9dd47a2aae,Аптека №48,ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця Вільямса академіка, 87",30.7160037,46.3897331,79290.16
"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АПТЕКИ ЗАПОРІЖЖЯ""",e85fb965-2167-4431-8823-55a1a60f609f,Аптека №105,ЗАПОРІЗЬКА,ВІЛЬНЯНСЬКИЙ,ВІЛЬНЯНСЬК,"ЗАПОРІЗЬКА область, ВІЛЬНЯНСЬКИЙ район, місто ВІЛЬНЯНСЬК, провулок Гнаровської, 9А",35.4328125,47.9403225,7471913.130000001
"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АПТЕЧНА МЕРЕЖА""ФАРМАЦІЯ""",e8643a95-50cf-4694-a220-e99cb5bcfc29,Аптека №58,ОДЕСЬКА,ІВАНІВСЬКИЙ,ІВАНІВКА,"ОДЕСЬКА область, ІВАНІВСЬКИЙ район, смт. ІВАНІВКА, вулиця Центральна, 121А",30.469358000000003,46.9755236,3174709.07
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЗАКАРПАТТЯ""",e8699d04-7aa9-41a5-bf9a-ede1c8ab628e,Аптека №13 ПОДОРОЖНИК мережа аптек,ЗАКАРПАТСЬКА,,ЧОП,"ЗАКАРПАТСЬКА область, місто ЧОП, вулиця Молодіжна, 11",22.2029525,48.430563899999996,181587.52
"Товариство з обмеженою відповідальністю "" Менго""",e88d8202-6e35-406d-8efb-67e4d78f1880,Аптека № 19,ДНІПРОПЕТРОВСЬКА,,КРИВИЙ РІГ,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Мусоргського, 4",33.476191,48.0310671,918258.26
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЕКАДА-2000""",e8946651-ee9d-4b8d-9b5a-66ff7a6ee119,"Аптечний пункт №32 (Аптеки №8 м.Львів, вул.Ю.Липи, 20)",ЛЬВІВСЬКА,ЖИДАЧІВСЬКИЙ,ЖИДАЧІВ,"ЛЬВІВСЬКА область, ЖИДАЧІВСЬКИЙ район, місто ЖИДАЧІВ, вулиця Я.Мудрого, 29",24.1333499,49.3910217,986675.47
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТРАЛЬНА РАЙОННА АПТЕКА № 16""",e8988ad8-d345-43ad-b374-649acd7ff093,Аптека №6,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Бойчука Михайла (Кіквідзе), 1/2",30.5499732,50.418106,15298.38
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТРАЛЬНА РАЙОННА АПТЕКА № 16""",e89c2e15-4c27-4df3-84db-1630e578a8c2,ЦРА №16,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Новгородська, 2",33.2126903,51.2404951,15298.38
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАЦЕВТИЧНА ФІРМА ""ВАШЕ ЗДОРОВ'Я""",e8be8323-57be-48e3-8804-46e03e4669d0,"Аптека ""Ваше здоров'я"" №308",ЧЕРКАСЬКА,ГОРОДИЩЕНСЬКИЙ,ГОРОДИЩЕ,"ЧЕРКАСЬКА область, ГОРОДИЩЕНСЬКИЙ район, місто ГОРОДИЩЕ, вулиця Миру, 121",31.4465327,49.2917766,2532067.0799999996
"МАЛЕ ПРИВАТНЕ ПІДПРИЄМСТВО ""ФАРММАРКЕТ""",e8c093e7-5697-4855-9518-2170f4c5212f,Аптека №3,ХАРКІВСЬКА,,ВІЛЬШАНИ,"ХАРКІВСЬКА область, смт. ВІЛЬШАНИ, вулиця Центральна, 1А",35.8786359,50.0557127,431799.18000000005
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД - СЕРВІС ЮГ""",e8c6a3e0-5f71-4c70-9bc4-125c6190b779,Аптека №33,ОДЕСЬКА,,ІЗМАЇЛ,"ОДЕСЬКА область, місто ІЗМАЇЛ, проспект Суворова, 56",28.836571799999998,45.3490046,97499.73999999999
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІВА-ФАРМ""",e8caf368-aa0a-4a09-b38a-54e2bb9f8059,"Аптечний пункт №10 (Аптеки №2 ""Гомеопатична"" м.Івано-Франківськ, вул.Бельведерська, 14)",ІВАНО-ФРАНКІВСЬКА,,ІВАНО-ФРАНКІВСЬК,"ІВАНО-ФРАНКІВСЬКА область, місто ІВАНО-ФРАНКІВСЬК, вулиця Довга, 42",24.702612,48.929495,2236730.3200000003
"Приватне підприємство ""Фармацевтична компанія ""Здорова родина""",e8db3964-0668-493e-9ffa-5b601672cd53,Аптека №94,ЧЕРНІВЕЦЬКА,ГЛИБОЦЬКИЙ,ГЛИБОКА,"ЧЕРНІВЕЦЬКА область, ГЛИБОЦЬКИЙ район, смт. ГЛИБОКА, вулиця Шевченка, 2 А",25.931472,48.0870726,2057527.69
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРАЗІЯ""",e8e15e97-1b52-49aa-9b6d-bd82536b99c5,аптека №8,ПОЛТАВСЬКА,ГЛОБИНСЬКИЙ,ГЛОБИНЕ,"ПОЛТАВСЬКА область, ГЛОБИНСЬКИЙ район, місто ГЛОБИНЕ, тупик Лікарняний, 1",33.2773682,49.373585399999996,14262.5
"Товариство з обмеженою відповідальністю ""Сальве""",e8e564a7-0b20-433f-b91e-cdd57e0b6e13,Аптека №44,ЖИТОМИРСЬКА,БАРАНІВСЬКИЙ,ПЕРШОТРАВЕНСЬК,"ЖИТОМИРСЬКА область, БАРАНІВСЬКИЙ район, смт. ПЕРШОТРАВЕНСЬК, вулиця Лермонтова, 15",27.684749699999998,50.3062314,1269528.05
Фізична особа-підприємець Болотова Ірина Сергіївна,e8ea61cb-a6a4-4bc4-8d9f-ac56fe65ee12,"ФОП Болотова І.С. ""Аптечний пункт №1""",МИКОЛАЇВСЬКА,,МИКОЛАЇВ,"МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Адміральська, 6",31.9876659,46.977483500000005,152642.35000000003
"Приватне підприємство ""Южноукраїнська фармацевтична компанія""",e8f5987b-fe2e-4738-9fe3-acad1a5918be,Аптека №44,ОДЕСЬКА,ЗАХАРІВСЬКИЙ,ЗАХАРІВКА,"ОДЕСЬКА область, ЗАХАРІВСЬКИЙ район, смт. ЗАХАРІВКА, вулиця Горького, 2",29.75579,47.33083,953443.82
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛІДЕР-ЗАХІД""",e8f64636-54c9-4afc-8989-7ce2fc1ffbdf,Аптека №30,ХМЕЛЬНИЦЬКА,,ХМЕЛЬНИЦЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, проспект Миру, 88",27.014029999999998,49.4349,1148101.8
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ"" КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ",e8fe6b57-0e4a-45f3-9dcd-81b64c34d5d3,Аптечний пункт №1 аптеки №16,ДНІПРОПЕТРОВСЬКА,,КРИВИЙ РІГ,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Матросова, 82",33.5539439,48.1452747,5001819.24
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛАВЕРЛАЙС СОФТ""",e906cd62-b020-4cbc-9ee0-65456720cda4,Аптека №2,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Салтівське Шосе, 147-Г",36.329400899999996,49.986085700000004,12295.630000000001
"Державне виробничо-торгове підприємство ""Волиньфармпостач""",e90864b8-5a2c-48d8-a37b-ce67eb3bc13b,Аптека №133,ВОЛИНСЬКА,,ЛУЦЬК,"ВОЛИНСЬКА область, місто ЛУЦЬК, вулиця Домни Гордіюк, 39",25.368146199999998,50.7691347,4009283.210000001
"Товариство з обмеженою відповідальністю ""Ваша аптека""",e90ab538-b993-400e-ab58-cf5255ea1c5e,Аптека №31,ЛЬВІВСЬКА,,ЧЕРВОНОГРАД,"ЛЬВІВСЬКА область, місто ЧЕРВОНОГРАД, вулиця Сокальська, 5/11 б",24.2313203,50.396802799999996,4687773.800000001
Фізична особа - підприємець Файкун Сергій Васильович,e91922b0-2db9-4754-b3e3-cb5ec0b42dc6,Аптека 1,ЛЬВІВСЬКА,,ЛЬВІВ,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Шевченка, 17",24.009091899999998,49.844925399999994,
"Приватне підприємство ""Е-Фарма""",e919d595-8da5-4f59-ae49-d9761887f143,Аптека №4,ХЕРСОНСЬКА,,ХЕРСОН,"ХЕРСОНСЬКА область, місто ХЕРСОН, вулиця Чорноморська, 16",32.640782300000005,46.6554838,39722.979999999996
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЖОЛДІФАРМ""",e91c3598-f0eb-4c1d-ac7a-251f117f0ba3,Аптека №9,КИЇВСЬКА,БОГУСЛАВСЬКИЙ,БОГУСЛАВ,"КИЇВСЬКА область, БОГУСЛАВСЬКИЙ район, місто БОГУСЛАВ, вулиця Миколаївська, 51",30.8745452,49.5380692,140956.38
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛАРГА-М""",e924ef8e-b7f1-46f2-b9f9-f1a3ebb3afcc,Аптека №6,ЗАПОРІЗЬКА,,БЕРДЯНСЬК,"ЗАПОРІЗЬКА область, місто БЕРДЯНСЬК, вулиця Свободи, 73",36.7897408,46.7591527,1714992.4699999997
"Товариство з обмеженою відповідальністю ""Ваша аптека""",e928b4ac-fbf5-4046-a18e-041bfce1df24,Аптека №35,ЛЬВІВСЬКА,МИКОЛАЇВСЬКИЙ,МИКОЛАЇВ,"ЛЬВІВСЬКА область, МИКОЛАЇВСЬКИЙ район, місто МИКОЛАЇВ, вулиця Просвіти, 3",23.9758717,49.52756289999999,4687773.800000001
Фізична особа-підприємець Корнієнко Василь Миколайович,e937ae31-9adc-40db-886b-ad7ae4696f20,"Аптечний пункт №1 (Аптеки №4 Полтавська обл., м.Пирятин, вул.Соборна, 28, прим.1)",ПОЛТАВСЬКА,ПИРЯТИНСЬКИЙ,ПИРЯТИН,"ПОЛТАВСЬКА область, ПИРЯТИНСЬКИЙ район, місто ПИРЯТИН, вулиця Визволення, 5",32.5083099,50.2461665,192866.95
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІНЕС""",e93fe6fd-0353-4b6a-bb48-5719959925a6,"Аптечний пункт №1 (Аптеки №1 м.Миколаїв, вул.Океанівська, 32 Б)",МИКОЛАЇВСЬКА,,МИКОЛАЇВ,"МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця вул.Адмірала Макарова, 1",31.9521822,46.9883828,31997.49
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕЧНЕ ОБ'ЄДНАННЯ ""БІОКОН""",e94d7f88-4a57-4d44-8ee5-5173dd735d30,"Аптека №35 Київ, вулиця Академіка Туполєва, буд. 28",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Туполєва, 28",30.3962117,50.4824835,652020.3400000001
"Товариство з обмеженою відповідальністю ""ПОДОРОЖНИК ХМЕЛЬНИЦЬКИЙ""",e9521a1b-fa9c-4718-b9a8-d9e5d49079d5,Аптека №5 ПОДОРОЖНИК мережа аптек,ХМЕЛЬНИЦЬКА,,КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ, вулиця Героїв Небесної Сотні, 4",26.587179600000002,48.6863514,488329.87
"Товариство з обмеженою відповідальністю ""Сальве-Львів""",e95e3f24-69e5-4b7a-a7a1-41e6661b1635,Аптека №38,ЛЬВІВСЬКА,,БРЮХОВИЧІ,"ЛЬВІВСЬКА область, смт. БРЮХОВИЧІ, вулиця Львівська, 23а",23.960318,49.9046653,22581.84
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАЦЕВТИЧНА КОМПАНІЯ ""ЗДОРОВА РОДИНА""",e966551c-e51f-4e87-87ed-277f3af464fb,Аптека №20,ІВАНО-ФРАНКІВСЬКА,ТИСМЕНИЦЬКИЙ,ТИСМЕНИЦЯ,"ІВАНО-ФРАНКІВСЬКА область, ТИСМЕНИЦЬКИЙ район, місто ТИСМЕНИЦЯ,  Галицька, 21",24.847022199999998,48.9029581,281632.18
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГЛОРІЯ ФАРМ""",e96f81ed-077e-467b-a6e4-1fb02cdcfe93,Аптека №99,ХМЕЛЬНИЦЬКА,,СТАРОКОСТЯНТИНІВ,"ХМЕЛЬНИЦЬКА область, місто СТАРОКОСТЯНТИНІВ, вулиця Острозького, 13/8",27.217840000000002,49.7557,7490.28
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛІДЕР-ЗАХІД""",e971deac-9795-49ff-ae07-9cf1548763fa,Аптека №23,ЛЬВІВСЬКА,ЗОЛОЧІВСЬКИЙ,ПОМОРЯНИ,"ЛЬВІВСЬКА область, ЗОЛОЧІВСЬКИЙ район, смт. ПОМОРЯНИ, вулиця Січових Стрільців, 22",24.932920000000003,49.641259999999996,1148101.8
Фізична особа-підприємець Юшенко Діана Олександрівна,e971e4fc-de34-4a4e-91e1-ed4e8e75a2ad,Аптека №1,ОДЕСЬКА,ОВІДІОПОЛЬСЬКИЙ,ВЕЛИКОДОЛИНСЬКЕ,"ОДЕСЬКА область, ОВІДІОПОЛЬСЬКИЙ район, смт. ВЕЛИКОДОЛИНСЬКЕ, вулиця Южна, 11в",30.5667777,46.342985,
Фізична особа-підприємець Басилкевич Тетяна Іванівна,e975e57b-4651-40bb-a9e3-4a475629b939,Аптека №2,КИЇВСЬКА,ВАСИЛЬКІВСЬКИЙ,ДОСЛІДНИЦЬКЕ,"КИЇВСЬКА область, ВАСИЛЬКІВСЬКИЙ район, смт. ДОСЛІДНИЦЬКЕ, вулиця Інженерна, 1",30.1511136,49.9218132,51710.61
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛАСКАВА-ФАРМ""",e9855448-3169-4281-8b6e-5b475df66341,"Аптека ""ЛАСКАВА""№2",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця А. Малишка, 3",30.6139159,50.4586281,37040.92999999999
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАКУЛЬТЕТ-Ф""",e98ff70e-581b-472f-8776-abba57adba78,Аптека №6 ФАКУЛЬТЕТ-ФАРМ,ДНІПРОПЕТРОВСЬКА,,МЕЖОВА,"ДНІПРОПЕТРОВСЬКА область, смт. МЕЖОВА, вулиця Мальовнича, 18-б",36.7255861,48.258065,626034.3999999999
"Приватне підприємство ""Фармацевтична компанія ""Здорова родина""",e9979936-fb49-406c-92cb-8dc26251d7aa,Аптека №70,ХМЕЛЬНИЦЬКА,ВОЛОЧИСЬКИЙ,ВОЛОЧИСЬК,"ХМЕЛЬНИЦЬКА область, ВОЛОЧИСЬКИЙ район, місто ВОЛОЧИСЬК, вулиця Незалежності, 27",26.2097697,49.535551299999995,2057527.69
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАСТОР""",e99e2495-8d41-480e-817e-33e2c0347ba7,"Аптека №156 Доброго дня м.Київ, пр-т Бажана, 8",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, проспект Бажана, 8",30.6114495,50.3935453,1229275.7
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФІРМА ""МЕД-СЕРВІС""",e9b703e6-73ac-49e0-aa96-7f6764f2987a,Аптека №133,ЗАПОРІЗЬКА,,БЕРДЯНСЬК,"ЗАПОРІЗЬКА область, місто БЕРДЯНСЬК, вулиця Земська, 6",36.7891737,46.7536544,341698.81
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА 7""",e9ba6aeb-9b7d-4f01-a005-39514ea1b4c3,"Аптека №4 ""1 соціальна аптека"" Київ, проспект Перемоги, буд. 106/2",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, проспект Перемоги, 106/2",30.38368,50.45753,12463.22
"Товариство з обмеженою відповідальністю ""Аптека №1 Трансфарм""",e9c133f3-58ea-4255-b6a4-965127faf503,"Аптечний пункт №2 (Аптеки №2 м.Київ, пр-т М.Бажана, 1-П) м.Київ, вул.Коцюбинського, 8-А",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Михайла Коцюбинського, 8-А",30.501720000000002,50.44685,14489.28
Фізична особа-підприємець Шведа Володимир Богданович,e9c50c3b-9744-43db-83a3-e0edc8c6c3df,Фізична особа-підприємець Шведа Володимир Богданович,ЛЬВІВСЬКА,САМБІРСЬКИЙ,РУДКИ,"ЛЬВІВСЬКА область, САМБІРСЬКИЙ район, місто РУДКИ, вулиця Самбірська, 6",23.48653,49.65218,58936.549999999996
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАСТОР""",e9cee808-bf2d-4388-bf67-b460213a36f5,"Аптека №115 Доброго дня м.Вінниця, пр-т Юності, 20/73",ВІННИЦЬКА,,ВІННИЦЯ,"ВІННИЦЬКА область, місто ВІННИЦЯ, проспект Юності, 20/73",28.4114836,49.2248016,1229275.7
